Date,Adj Close,Volume,2-days Net change,5day-moving average,5day- standard deviation,10-day moving average,10day- standard deviation,30-day moving average,30day- standard deviation,^VIX,^TNX
2007/10/15,1548.709961,3139290000,-13.090088,1558.508008,6.772115202,1553.17699,8.690352485,1492.182803,43.61864223,19.25,4.673
2007/10/16,1538.530029,3234560000,-10.179932,1553.184009,9.958973444,1552.366992,9.688535759,1493.600002,43.95579385,20.02,4.655
2007/10/17,1541.23999,3638070000,2.709961,1548.938013,9.526445831,1552.531995,9.458065623,1494.890603,44.39490945,18.540001,4.546
2007/10/18,1540.079956,3203210000,-1.160034,1546.071997,9.623728515,1552.255994,9.80618359,1495.742402,44.852032,18.5,4.503
2007/10/19,1500.630005,4160970000,-39.449951,1533.837988,18.97177352,1546.559998,18.79065622,1496.693203,44.43132541,22.959999,4.401
2007/10/22,1506.329956,3471830000,5.699951,1525.361987,20.09985111,1541.934998,22.4749464,1497.747002,44.01223313,21.639999,4.393
2007/10/23,1519.589966,3309120000,13.26001,1521.573975,18.73626007,1537.378992,21.8553325,1499.0804,43.63473573,20.41,4.405
2007/10/24,1515.880005,4003300000,-3.709961,1516.501978,15.17591122,1532.719995,20.85528636,1500.8672,42.41582494,20.799999,4.331
2007/10/25,1514.400024,4183960000,-1.479981,1511.365991,7.711006539,1528.718994,20.05428795,1503.021201,40.21363576,21.17,4.352
2007/10/26,1535.280029,3612120000,20.880005,1518.295996,10.65754966,1526.066992,16.65976532,1505.501401,38.21381084,19.559999,4.389
2007/10/29,1540.97998,3124480000,5.699951,1525.226001,12.09943845,1525.293994,15.64057378,1507.402202,37.54860291,19.870001,4.383
2007/10/30,1531.02002,3212520000,-9.95996,1527.512012,11.84548634,1524.542993,15.10556432,1509.111602,36.60907426,21.07,4.383
2007/10/31,1549.380005,3953070000,18.359985,1534.212012,13.03569853,1525.356995,16.27903946,1511.156802,35.92521553,18.530001,4.475
2007/11/1,1508.439941,4241470000,-40.940064,1533.019995,15.36471605,1522.192993,16.1739715,1512.044202,35.28058663,23.209999,4.361
2007/11/2,1509.650024,4285990000,1.210083,1527.893994,18.39814091,1523.094995,15.05029985,1512.987202,34.55191644,23.01,4.291
2007/11/5,1502.170044,3819330000,-7.47998,1520.132007,19.64180939,1522.679004,15.61217575,1513.443203,34.24831561,24.309999,4.318
2007/11/6,1520.27002,3879160000,18.099976,1517.982007,18.71871003,1522.747009,15.59870039,1514.512803,33.59035774,21.389999,4.357
2007/11/7,1475.619995,4353160000,-44.650025,1503.230005,16.74931609,1518.721008,21.60655242,1515.378003,31.94811834,26.49,4.334
2007/11/8,1474.77002,5439720000,-0.849975,1496.496021,20.48324279,1514.758008,25.72839483,1515.598203,31.62135602,26.16,4.273
2007/11/9,1453.699951,4587050000,-21.070069,1485.306006,26.03193508,1506.6,30.91018303,1515.519402,31.77328143,28.5,4.225
2007/11/12,1439.180054,4192520000,-14.519897,1472.708008,30.66066893,1496.420007,34.84265958,1514.823203,33.05724737,31.09,4.211
2007/11/13,1481.050049,4141310000,41.869995,1464.864014,17.74901346,1491.42301,32.85570014,1514.655803,33.20935536,24.1,4.256
2007/11/14,1470.579956,4031470000,-10.470093,1463.856006,17.11731857,1483.543005,26.18300592,1514.621602,33.25472707,25.940001,4.269
2007/11/15,1451.150024,3941010000,-19.429932,1459.132007,16.60388369,1477.814014,26.39693285,1514.073601,34.07687461,28.059999,4.159
2007/11/16,1458.73999,4168870000,7.589966,1460.140015,16.34259667,1472.72301,24.40921103,1514.1774,33.8961816,25.49,4.15
2007/11/19,1433.27002,4119650000,-25.46997,1458.958008,18.33039023,1465.833008,24.89305027,1513.808801,34.68057872,26.01,4.079
2007/11/20,1439.699951,4875150000,6.429931,1450.687988,14.87330806,1457.776001,17.15086762,1513.173,35.74724543,24.879999,4.054
2007/11/21,1416.77002,4076230000,-22.929931,1439.926001,16.28264039,1451.891004,20.17732705,1512.0772,37.82809425,26.84,4.024
2007/11/23,1440.699951,1612720000,23.929931,1437.835986,15.11023671,1448.483997,18.7077941,1511.2122,38.9618938,25.610001,4.012
2007/11/26,1407.219971,3706470000,-33.47998,1427.531983,14.85578653,1443.835999,22.63063021,1509.671599,41.49063828,28.91,3.847
2007/11/27,1428.22998,4320720000,21.010009,1426.523975,14.53667174,1442.740991,23.14012484,1508.703198,42.8208425,26.280001,3.944
2007/11/28,1469.02002,4508020000,40.79004,1432.387988,24.00850647,1441.537988,21.15477273,1507.687998,43.15329343,24.110001,4.025
2007/11/29,1469.719971,3524730000,0.699951,1442.977979,26.90097609,1441.45199,21.02494283,1506.501797,43.36928874,23.969999,3.94
2007/11/30,1481.140015,4422200000,11.420044,1451.065991,31.69669508,1444.450989,24.42580946,1505.749597,43.47853713,22.870001,3.972
2007/12/3,1472.420044,3323250000,-8.719971,1464.106006,20.62785779,1445.818994,25.66657925,1504.682998,43.63174693,23.610001,3.895
2007/12/4,1462.790039,3343620000,-9.630005,1471.018018,6.66702821,1448.770996,25.76034002,1503.584199,43.9868176,23.790001,3.889
2007/12/5,1485.01001,3663660000,22.219971,1474.216016,8.92251303,1453.302002,27.88475923,1502.9402,44.0189589,22.530001,3.911
2007/12/6,1507.339966,3568570000,22.329956,1481.740015,16.67613421,1462.358997,29.36979267,1502.578599,43.90463812,20.959999,3.998
2007/12/7,1504.660034,3177710000,-2.679932,1486.444019,19.5365224,1468.755005,31.04555214,1502.044199,43.70909806,20.85,4.12
2007/12/10,1515.959961,2911760000,11.299927,1495.152002,21.34289664,1479.629004,25.67693666,1501.828398,43.61115771,20.74,4.149
2007/12/11,1477.650024,4080180000,-38.309937,1498.123999,16.10074301,1484.571008,18.41366734,1500.440598,43.24560202,23.59,3.99
2007/12/12,1486.589966,4482120000,8.939942,1498.43999,15.79156151,1486.328003,17.58452904,1499.239797,42.7678129,22.469999,4.076
2007/12/13,1488.410034,3635170000,1.820068,1494.654004,15.38843434,1488.197009,16.5882061,1498.216199,42.39319476,22.559999,4.17
2007/12/14,1467.949951,3401050000,-20.460083,1487.311987,17.96298557,1486.878003,17.69890661,1496.718398,42.10641524,23.27,4.232
2007/12/17,1445.900024,3569030000,-22.049927,1473.3,17.34388034,1484.226001,21.65151442,1494.4846,41.77251967,24.52,4.193
2007/12/18,1454.97998,3723690000,9.079956,1468.765991,18.82255945,1483.444995,22.62943576,1492.5326,41.27984536,22.639999,4.12
2007/12/19,1453,3401300000,-1.97998,1462.047998,16.750897,1480.243994,24.56466893,1490.2896,40.28856111,21.68,4.07
2007/12/20,1460.119995,3526890000,7.119995,1456.38999,8.232028649,1475.521997,23.28236746,1488.2426,39.12980188,20.58,4.026
2007/12/21,1484.459961,4508590000,24.339966,1459.691992,14.75499636,1473.50199,21.26205648,1486.843599,37.94847397,18.469999,4.168
2007/12/24,1496.449951,1267420000,11.98999,1469.801977,19.49813975,1471.550989,17.49457363,1485.536597,36.40829884,18.6,4.212
2007/12/26,1497.660034,2010500000,1.210083,1478.337988,20.69282559,1473.55199,19.31891683,1484.515598,35.29948513,18.66,4.281
2007/12/27,1476.27002,2365770000,-21.390014,1482.991992,15.54619088,1472.519995,18.81410127,1483.270398,34.44295298,20.26,4.199
2007/12/28,1478.48999,2420510000,2.21997,1486.665991,9.954705276,1471.527991,18.13235424,1482.015398,33.41549224,20.74,4.096
2007/12/31,1468.359985,2440880000,-10.130005,1483.445996,12.98832242,1471.568994,18.12382567,1480.580999,32.39591284,22.5,4.035
2008/1/2,1447.160034,3452650000,-21.199951,1473.588013,18.27877927,1471.694995,17.92887199,1479.511599,32.60245412,23.17,3.901
2008/1/3,1447.160034,3429500000,0,1463.488013,15.37352371,1470.913,18.88402466,1478.328201,32.68291029,22.49,3.901
2008/1/4,1411.630005,4166000000,-35.530029,1450.56001,25.66898837,1466.776001,26.31414448,1476.169001,33.45831021,23.940001,3.854
2008/1/7,1416.180054,4221260000,4.550049,1438.098022,23.77488051,1462.382007,30.83015008,1474.175002,34.0097153,23.790001,3.839
2008/1/8,1390.189941,4705390000,-25.990113,1422.464014,24.58793657,1452.955005,37.10354583,1471.690801,35.51465673,25.43,3.84
2008/1/9,1409.130005,5351030000,18.940064,1414.858008,20.59679733,1444.22301,35.98827122,1469.1678,35.38569927,24.120001,3.791
2008/1/10,1420.329956,5170490000,11.199951,1409.491992,11.6131708,1436.490002,31.22280046,1466.7548,34.49112729,23.450001,3.887
2008/1/11,1401.02002,4495840000,-19.309936,1407.369995,12.08461627,1428.965002,29.59576362,1464.1548,34.44762306,23.68,3.81
2008/1/14,1416.25,3682090000,15.22998,1407.383984,12.0973982,1422.741003,24.04798044,1461.4922,32.83302228,22.9,3.793
2008/1/15,1380.949951,4601640000,-35.300049,1405.535986,15.58393149,1414,21.35961258,1458.9424,34.04086671,23.34,3.701
2008/1/16,1373.199951,5440620000,-7.75,1398.349976,20.89224822,1406.603992,21.40650005,1456.213398,35.33755061,24.379999,3.712
2008/1/17,1333.25,5303130000,-39.949951,1380.933984,31.56044867,1395.212988,27.00331286,1452.834998,38.76293362,28.459999,3.64
2008/1/18,1325.189941,6004840000,-8.060059,1365.767969,37.20939751,1386.568982,34.07366268,1448.933396,41.55408072,27.18,3.648
2008/1/22,1310.5,6544690000,-14.689941,1344.617969,30.85310929,1376.000977,39.77991876,1445.630996,45.74032247,31.01,3.484
2008/1/23,1338.599976,3241680000,28.099976,1336.147974,23.26562176,1370.84198,41.06002802,1442.907595,47.9694607,29.02,3.426
2008/1/24,1352.069946,5735300000,13.46997,1331.921973,15.4638399,1365.135974,39.06428388,1440.874995,49.62734994,27.780001,3.64
2008/1/25,1330.609985,4882250000,-21.459961,1331.39397,15.45222554,1356.163977,35.0790622,1438.703594,52.0205159,29.08,3.584
2008/1/28,1353.959961,4100930000,23.349976,1337.147974,17.75018509,1351.457971,31.35140192,1436.161792,53.00477315,27.780001,3.586
2008/1/29,1362.300049,4232960000,8.340088,1347.507983,12.70963875,1346.062976,22.29767687,1433.996194,53.77622742,27.32,3.658
2008/1/30,1355.810059,4742760000,-6.48999,1350.95,12.00493794,1343.548987,19.1177077,1432.089395,54.8354259,27.620001,3.733
2008/1/31,1378.550049,4970290000,22.73999,1356.246021,17.29698959,1344.083997,20.0898345,1430.485596,55.21144356,26.200001,3.639
2008/2/1,1395.420044,4650770000,16.869995,1369.208032,17.56468356,1350.301001,25.30681923,1429.728596,55.43152772,24.02,3.6
2008/2/4,1380.819946,3495780000,-14.600098,1374.580029,15.74891687,1355.864002,25.28786889,1428.550996,55.83930114,25.99,3.643
2008/2/5,1336.640015,4315740000,-44.179931,1369.448023,23.17904677,1358.478003,21.07822943,1426.948396,57.31470067,28.24,3.587
2008/2/6,1326.449951,4008120000,-10.190064,1363.576001,30.16417477,1357.263001,22.64342841,1424.663396,59.007703,28.969999,3.614
2008/2/7,1336.910034,4589160000,10.460083,1355.247998,30.73915772,1355.747009,23.52024373,1423.257197,60.25643354,27.66,3.736
2008/2/8,1331.290039,3768490000,-5.619995,1342.421997,21.89316264,1355.815015,23.44033548,1421.318398,61.63691148,28.01,3.654
2008/2/11,1339.130005,3593140000,7.839966,1334.084009,5.149436122,1354.332019,24.03238443,1418.720598,62.3188629,27.6,3.618
2008/2/12,1348.859985,4044640000,9.72998,1336.528003,8.485245151,1352.988013,23.91278049,1416.303398,62.64343858,26.33,3.679
2008/2/13,1367.209961,3856420000,18.349976,1344.680005,14.10263529,1354.128003,24.33035079,1414.024797,62.30808856,24.879999,3.694
2008/2/14,1348.859985,3644760000,-18.349976,1347.069995,13.4543377,1351.158997,22.78122866,1411.553596,62.39500622,25.540001,3.818
2008/2/15,1349.98999,3583300000,1.130005,1350.809985,10.16929862,1346.615991,16.6893069,1409.297595,62.54372034,25.02,3.78
2008/2/19,1348.780029,3613550000,-1.209961,1352.73999,8.104516171,1343.411999,11.73273476,1406.572996,62.14416495,25.59,3.875
2008/2/20,1360.030029,3870520000,11.25,1354.973999,8.30465205,1345.751001,12.53662831,1403.626797,60.74557609,24.4,3.917
2008/2/21,1342.530029,3696660000,-17.5,1350.038012,6.308383062,1347.359009,10.67963113,1400.384197,59.5579983,25.120001,3.784
2008/2/22,1353.109985,3572660000,10.579956,1350.888012,6.395692975,1348.979004,10.13322099,1397.127197,57.52679845,24.059999,3.79
2008/2/25,1371.800049,3866350000,18.690064,1355.250024,11.23599851,1353.030005,10.37054618,1395.010198,56.44045967,23.030001,3.902
2008/2/26,1381.290039,4096060000,9.48999,1361.752026,15.24657366,1357.246008,12.45260684,1392.904199,54.8970049,21.9,3.86
2008/2/27,1380.02002,3904700000,-1.270019,1365.750024,17.18041333,1360.362012,13.93174716,1390.736399,53.16129593,22.690001,3.85
2008/2/28,1367.680054,3938580000,-12.339966,1370.780029,11.38769604,1360.409021,13.95818933,1388.731001,52.06915088,23.530001,3.715
2008/2/29,1330.630005,4426730000,-37.050049,1366.284033,20.72101937,1358.586023,16.57862005,1386.425601,52.03811637,26.540001,3.534
2008/3/3,1331.339966,4117570000,0.709961,1358.192017,25.4002969,1356.721021,18.58114122,1383.9528,51.65017718,26.280001,3.534
2008/3/4,1326.75,4757180000,-4.589966,1347.284009,24.70252492,1354.518018,20.80064045,1381.4278,51.29052159,25.52,3.579
2008/3/5,1333.699951,4277710000,6.949951,1338.019995,16.76774737,1351.88501,21.67354279,1378.899399,50.44111705,24.6,3.693
2008/3/6,1304.339966,4323460000,-29.359985,1325.351978,12.0089689,1348.066004,26.36253559,1375.296999,49.16407782,27.549999,3.622
2008/3/7,1293.369995,4565410000,-10.969971,1317.899976,17.98742133,1342.092005,31.38324837,1371.2354,47.3043528,27.49,3.541
2008/3/10,1273.369995,4261240000,-20,1306.305981,24.61895422,1332.248999,36.11013036,1366.7496,45.67760069,29.379999,3.438
2008/3/11,1320.650024,5109080000,47.280029,1305.085986,23.47724083,1326.184998,31.7931948,1363.6372,43.30287584,26.360001,3.596
2008/3/12,1308.77002,4414280000,-11.880004,1300.1,17.85522458,1319.059998,25.80844107,1360.2428,40.68920539,27.219999,3.483
2008/3/13,1315.47998,5073360000,6.70996,1302.328003,19.16365486,1313.83999,19.35373219,1357.1852,38.05793083,27.290001,3.534
2008/3/14,1288.140015,5153780000,-27.339965,1301.282007,19.90329889,1309.590991,19.91411211,1354.0048,37.01569397,31.16,3.421
2008/3/17,1276.599976,5683010000,-11.540039,1301.928003,18.79229172,1304.116992,20.77629332,1350.593599,36.10351128,32.240002,3.314
2008/3/18,1330.73999,5335630000,54.140014,1303.945996,21.63247532,1304.515991,21.29117774,1348.975798,35.11135981,25.790001,3.451
2008/3/19,1298.420044,5358550000,-32.319946,1301.876001,21.55050171,1300.988001,18.68100082,1346.620598,34.4548494,29.84,3.362
2008/3/20,1329.51001,6145220000,31.089966,1304.682007,24.4790643,1303.505005,20.76250457,1345.407,33.95391211,26.620001,3.328
2008/3/24,1349.880005,4499000000,20.369995,1317.030005,29.17085278,1309.156006,24.96290237,1344.222,32.69516419,25.73,3.522
2008/3/25,1352.98999,4145120000,3.109985,1332.308008,21.76695337,1317.118005,24.97813194,1342.8752,30.8298416,25.719999,3.492
2008/3/26,1341.130005,4055670000,-11.859985,1334.386011,22.07362401,1319.166004,26.11368667,1341.6774,29.66615844,26.08,3.494
2008/3/27,1325.76001,4037930000,-15.369995,1339.854004,12.04514302,1320.865003,25.91408917,1339.8676,27.72035601,25.879999,3.534
2008/3/28,1315.219971,3686980000,-10.540039,1336.995996,16.11938436,1320.839002,25.92022228,1338.553,27.28751908,25.709999,3.466
2008/3/31,1322.699951,4188990000,7.47998,1331.559985,15.24767496,1324.294995,23.24153801,1337.543,26.91093745,25.610001,3.432
2008/4/1,1370.180054,4745120000,47.480103,1334.997998,21.81244661,1333.653003,20.59240007,1338.281602,27.2947629,22.68,3.545
2008/4/2,1367.530029,4320440000,-2.650025,1340.278003,26.38404146,1337.332007,23.14264705,1339.128403,27.53603401,23.43,3.583
2008/4/3,1369.310059,3920100000,1.78003,1348.988013,27.5555683,1344.421008,20.61863922,1340.304605,27.54424999,23.209999,3.591
2008/4/4,1370.400024,3703100000,1.089965,1360.024023,20.89535417,1348.51001,21.37372895,1340.940605,27.8693026,22.450001,3.481
2008/4/7,1372.540039,3747780000,2.140015,1369.992041,1.818013707,1350.776013,22.69543348,1341.350007,28.18469871,22.42,3.556
2008/4/8,1365.540039,3602500000,-7,1369.064038,2.678606001,1352.031018,23.17342515,1342.048608,28.34549678,22.360001,3.558
2008/4/9,1354.48999,3556670000,-11.050049,1366.45603,7.154384818,1353.367017,22.85809906,1342.059209,28.350141,22.809999,3.466
2008/4/10,1360.550049,3686150000,6.060059,1364.704028,7.350654172,1356.846021,20.73871499,1342.024209,28.32571218,21.98,3.532
2008/4/11,1332.829956,3723790000,-27.720093,1357.190015,15.14379886,1358.607019,17.26872862,1341.564607,28.28386555,23.459999,3.471
2008/4/14,1328.319946,3565020000,-4.51001,1348.345996,16.76389619,1359.169019,16.01635178,1340.560005,27.83182451,23.82,3.503
2008/4/15,1334.430054,3581230000,6.110108,1342.123999,14.39240213,1355.594019,17.22942873,1339.340205,26.69153697,22.780001,3.57
2008/4/16,1364.709961,4260370000,30.279907,1344.167993,17.06519368,1355.312012,17.03433041,1339.018005,26.27458387,20.530001,3.696
2008/4/17,1365.560059,3713880000,0.850098,1345.169995,18.36513019,1354.937012,16.73049979,1339.596406,26.53816371,20.370001,3.729
2008/4/18,1390.329956,4222380000,24.769897,1356.669995,25.37226596,1356.930005,19.70059826,1340.874006,27.41550403,20.129999,3.743
2008/4/21,1388.170044,3420570000,-2.159912,1368.640015,22.62260185,1358.493005,21.60467881,1341.899207,28.21113311,20.5,3.712
2008/4/22,1375.939941,3821900000,-12.230103,1376.941992,12.09836579,1359.532996,22.2230571,1342.792205,28.57281369,20.870001,3.72
2008/4/23,1379.930054,4103610000,3.990113,1379.986011,9.980700114,1362.077002,23.02333792,1343.608206,29.04479078,20.26,3.73
2008/4/24,1388.819946,4461660000,8.889892,1384.637988,6.328178177,1364.903992,24.50306458,1344.407405,29.7338459,20.059999,3.827
2008/4/25,1397.839966,3891150000,9.02002,1386.13999,8.526385907,1371.404993,23.65728936,1345.020005,30.51841067,19.59,3.866
2008/4/28,1396.369995,3607000000,-1.469971,1387.77998,9.719581614,1378.209998,19.26671059,1345.970205,31.36819789,19.639999,3.835
2008/4/29,1390.939941,3815320000,-5.430054,1390.77998,7.118284292,1383.860986,11.86444969,1346.789204,32.00344644,20.24,3.825
2008/4/30,1385.589966,4508890000,-5.349975,1391.911963,5.135375129,1385.948987,9.772504726,1347.525403,32.47015739,20.790001,3.759
2008/5/1,1409.339966,4448780000,23.75,1396.015967,8.880439099,1390.326978,9.423835873,1348.511602,33.58731845,18.879999,3.749
2008/5/2,1413.900024,3953030000,4.560058,1399.227978,12.04549948,1392.683984,12.0157852,1349.939001,34.82178626,18.18,3.845
2008/5/5,1407.48999,3410090000,-6.410034,1401.451977,12.4070357,1394.615979,12.74069578,1351.026602,35.75945731,18.9,3.845
2008/5/6,1418.26001,3924100000,10.77002,1406.915991,12.63396173,1398.847986,12.87579535,1351.955801,36.89583382,18.209999,3.893
2008/5/7,1392.569946,4075860000,-25.690064,1408.311987,9.743377159,1400.111975,11.34129086,1352.181399,37.11270524,19.73,3.867
2008/5/8,1397.680054,3827550000,5.110108,1405.980005,10.77641113,1400.997986,10.68840532,1352.5346,37.46541068,19.4,3.805
2008/5/9,1388.280029,3518620000,-9.400025,1400.856006,12.08107774,1400.041992,11.40571091,1352.946599,37.74756558,19.41,3.767
2008/5/12,1403.579956,3370630000,15.299927,1400.073999,11.66364269,1400.762988,11.37564378,1354.405598,38.27353996,17.790001,3.775
2008/5/13,1403.040039,4018590000,-0.539917,1397.030005,6.631348595,1401.972998,10.84588458,1355.8396,38.73215103,17.98,3.909
2008/5/14,1408.660034,3979370000,5.619995,1400.248022,7.737674151,1404.280005,9.320162252,1357.4778,39.20599836,17.66,3.938
2008/5/15,1423.569946,3836480000,14.909912,1405.426001,12.67622541,1405.703003,11.09573597,1359.2752,40.1425161,16.299999,3.843
2008/5/16,1425.349976,3842590000,1.78003,1412.83999,10.8500116,1406.847998,12.53324676,1361.6954,40.40983562,16.469999,3.85
2008/5/19,1426.630005,3683970000,1.280029,1417.45,10.82873873,1408.762,14.01595163,1364.360601,40.20553398,17.01,3.839
2008/5/20,1413.400024,3854320000,-13.229981,1419.521997,8.005245182,1408.276001,13.7313883,1367.161201,38.5823185,17.58,3.776
2008/5/21,1390.709961,4517990000,-22.690063,1415.931982,15.03367849,1408.090002,13.97815305,1368.5624,38.12820916,18.59,3.822
2008/5/22,1394.349976,3955960000,3.640015,1410.087988,16.88734096,1407.756995,14.28990017,1370.273999,37.30121412,18.049999,3.921
2008/5/23,1375.930054,3516380000,-18.419922,1400.204004,19.91293309,1406.521997,16.51989034,1371.483001,36.45913854,19.549999,3.831
2008/5/27,1385.349976,3588860000,9.419922,1391.947998,13.85279825,1404.698999,17.83419514,1373.4272,34.46128103,19.639999,3.921
2008/5/28,1390.839966,3927240000,5.48999,1387.435987,7.191090995,1403.478992,18.36954944,1375.712,31.57695242,19.07,4.009
2008/5/29,1398.26001,3894440000,7.420044,1388.945996,8.687449064,1402.438989,18.33800438,1377.0624,31.05388482,18.139999,4.079
2008/5/30,1400.380005,3845630000,2.119995,1390.152002,9.951738443,1400.119995,16.76798005,1379.101599,29.06853908,17.83,4.046
2008/6/2,1385.670044,3714320000,-14.709961,1392.1,6.982103011,1396.152002,14.70179831,1380.2248,28.18479761,19.83,3.971
2008/6/3,1377.650024,4396380000,-8.02002,1390.56001,9.305645909,1391.254004,11.14947204,1380.7802,27.84620937,20.24,3.898
2008/6/4,1377.199951,4338640000,-0.450073,1387.832007,11.04064057,1387.633997,8.786493522,1381.264399,27.56215884,20.799999,3.94
2008/6/5,1404.050049,4350790000,26.850098,1388.990015,12.60118753,1388.968006,10.20376639,1382.5228,27.12525555,18.629999,4.025
2008/6/6,1360.680054,4771660000,-43.369995,1381.050024,15.74535229,1385.601013,13.31218267,1383.221201,26.06267875,23.559999,3.938
2008/6/9,1361.76001,4404570000,1.079956,1376.268018,17.5220333,1384.184009,15.09125883,1384.152002,24.35996795,23.120001,3.992
2008/6/10,1358.439941,4635070000,-3.320069,1372.426001,19.17166868,1381.493005,17.12275092,1384.866802,23.00674367,23.18,4.099
2008/6/11,1335.48999,4779980000,-22.949951,1364.084009,24.8180663,1375.958008,22.01324642,1384.173,23.96191852,24.120001,4.073
2008/6/12,1339.869995,4734240000,4.380005,1351.247998,12.53957624,1370.119006,23.15472868,1383.6198,24.66302267,23.33,4.205
2008/6/13,1360.030029,4080420000,20.160034,1351.117993,12.42014262,1366.084009,20.67881499,1383.434199,24.8074034,21.219999,4.261
2008/6/16,1360.140015,3706940000,0.109986,1350.793994,12.08986403,1363.531006,19.5364632,1383.228999,24.95938735,20.950001,4.245
2008/6/17,1350.930054,3801960000,-9.209961,1349.292017,11.34611801,1360.859009,19.21545148,1382.796799,25.33256676,21.129999,4.225
2008/6/18,1337.810059,4573570000,-13.119995,1349.75603,10.66771348,1356.92002,19.52825166,1382.2422,26.01249307,22.24,4.154
2008/6/19,1342.829956,4811670000,5.019897,1350.348023,10.04595665,1350.79801,10.72211504,1382.008999,26.31685293,21.58,4.199
2008/6/20,1317.930054,5324900000,-24.899902,1341.928028,15.86180035,1346.52301,14.27727515,1381.156599,27.68096526,22.870001,4.137
2008/6/23,1318,4186370000,0.069946,1333.500025,14.9340608,1342.147009,15.72141986,1380.86,28.28226858,22.639999,4.168
2008/6/24,1314.290039,4705050000,-3.709961,1326.172022,13.12273,1337.732019,16.79979222,1380.579402,28.87750863,22.42,4.105
2008/6/25,1321.969971,4825640000,7.679932,1323.004004,11.41113281,1336.380017,17.52849598,1380.3302,29.33404122,21.139999,4.115
2008/6/26,1283.150024,5231280000,-38.819947,1311.068018,15.84130913,1330.70802,24.18624555,1378.699001,32.33459229,23.93,4.033
2008/6/27,1278.380005,6208260000,-4.770019,1303.158008,20.69037004,1322.543018,26.82564813,1376.9554,35.2744427,23.440001,3.99
2008/6/30,1280,5032330000,1.619995,1295.558008,20.85410177,1314.529016,26.31153217,1374.748801,37.78241844,23.950001,3.979
2008/7/1,1284.910034,5846290000,4.910034,1289.682007,18.23065863,1307.927014,24.37451943,1372.683601,39.8019761,23.65,3.992
2008/7/2,1261.52002,5276090000,-23.390014,1277.592017,9.34308848,1300.29801,25.87502124,1370.395203,42.78817484,25.92,3.959
2008/7/3,1262.900024,3247590000,1.380004,1273.542017,10.63160277,1292.305017,23.5145678,1368.054602,45.378442,24.780001,3.973
2008/7/7,1252.310059,5265420000,-10.589965,1268.328027,13.63438103,1285.743018,24.69541089,1365.324404,48.12692565,25.780001,3.93
2008/7/8,1273.699951,6034110000,21.389892,1267.068018,12.53265614,1281.313013,22.10340088,1362.841604,49.59497413,23.15,3.88
2008/7/9,1244.689941,5181000000,-29.01001,1259.023999,11.03607116,1274.353003,21.51586167,1359.808003,52.07900928,25.23,3.834
2008/7/10,1253.390015,5840430000,8.700074,1257.397998,11.17443204,1267.495007,14.40733186,1357.057004,53.99851247,25.59,3.811
2008/7/11,1239.48999,6742200000,-13.900025,1252.715991,13.04118713,1263.129004,15.6940275,1354.135005,56.32578288,27.49,3.94
2008/7/14,1228.300049,5434860000,-11.189941,1247.913989,17.0364872,1258.121008,18.09353893,1350.514207,58.48223809,28.48,3.88
2008/7/15,1214.910034,7363640000,-13.390015,1236.156006,14.95043435,1251.612012,20.84656383,1346.534407,60.80534782,28.540001,3.844
2008/7/16,1245.359985,6738630000,30.449951,1236.290015,15.04873201,1247.657007,17.2727207,1343.291807,61.80320703,25.1,3.934
2008/7/17,1260.319946,7365210000,14.959961,1237.676001,17.1848781,1247.536999,17.16956222,1340.133005,61.92941678,25.01,4.038
2008/7/18,1260.680054,5653280000,0.360108,1241.914014,20.10828365,1247.315002,16.9619487,1337.495208,62.45694359,24.049999,4.081
2008/7/21,1260,4630640000,-0.680054,1248.254004,19.73675365,1248.083997,17.38266821,1334.741606,62.78352764,23.049999,4.067
2008/7/22,1277,6180230000,17,1260.671997,11.19862691,1248.414001,17.9452361,1332.516006,62.81928427,21.18,4.097
2008/7/23,1282.189941,6705830000,5.189941,1268.037988,10.71111629,1252.164001,20.77553037,1330.088206,62.36082929,21.309999,4.148
2008/7/24,1252.540039,6127980000,-29.649902,1266.482007,12.52422565,1252.079004,20.7716955,1327.078206,62.39988252,23.440001,4.016
2008/7/25,1257.76001,4672560000,5.219971,1265.897998,12.92410686,1253.906006,20.34038459,1324.060205,62.02164249,22.91,4.111
2008/7/28,1234.369995,4282960000,-23.390015,1260.771997,19.3389459,1254.513,19.56722735,1320.276206,61.59673586,24.23,4.018
2008/7/29,1263.199951,5414240000,28.829956,1258.011987,17.32366823,1259.341992,13.82334592,1317.033206,60.20459755,22.030001,4.044
2008/7/30,1284.26001,5631330000,21.060059,1258.426001,18.05523565,1263.231995,14.88419718,1314.185806,58.25039622,21.209999,4.048
2008/7/31,1267.380005,5346050000,-16.880005,1261.393994,18.06551174,1263.938001,14.89815593,1311.265405,56.817504,22.940001,3.979
2008/8/1,1260.310059,4684870000,-7.069946,1261.904004,17.97303106,1263.901001,14.90760248,1308.657407,56.0845092,22.57,3.948
2008/8/4,1249.01001,4562280000,-11.300049,1264.832007,12.81977773,1262.802002,15.61543155,1305.750608,55.31362492,23.49,3.972
2008/8/5,1284.880005,1219310000,35.869995,1269.168018,15.51322398,1263.590003,16.58051381,1303.929607,54.44804361,21.139999,4.007
2008/8/6,1289.189941,4873420000,4.309936,1270.154004,16.81434513,1264.290003,17.5711888,1302.006406,53.19734714,20.23,4.048
